"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2008","2008","PC","Percentage","0","Units",,,1.849,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2009","2009","PC","Percentage","0","Units",,,1.937,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2010","2010","PC","Percentage","0","Units",,,2.023,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2011","2011","PC","Percentage","0","Units",,,1.959,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2012","2012","PC","Percentage","0","Units",,,2.003,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2013","2013","PC","Percentage","0","Units",,,2.006,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2014","2014","PC","Percentage","0","Units",,,1.866,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISR","Israel","2015","2015","PC","Percentage","0","Units",,,1.894,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2000","2000","PC","Percentage","0","Units",,,2.127,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2001","2001","PC","Percentage","0","Units",,,2.086,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2002","2002","PC","Percentage","0","Units",,,1.993,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2003","2003","PC","Percentage","0","Units",,,1.954,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2004","2004","PC","Percentage","0","Units",,,1.932,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2005","2005","PC","Percentage","0","Units",,,1.904,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2006","2006","PC","Percentage","0","Units",,,1.868,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2007","2007","PC","Percentage","0","Units",,,1.699,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2008","2008","PC","Percentage","0","Units",,,1.745,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2009","2009","PC","Percentage","0","Units",,,2.056,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2010","2010","PC","Percentage","0","Units",,,2.123,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2011","2011","PC","Percentage","0","Units",,,2.14,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2012","2012","PC","Percentage","0","Units",,,2.069,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2013","2013","PC","Percentage","0","Units",,,1.94,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2014","2014","PC","Percentage","0","Units",,,1.848,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVN","Slovenia","2015","2015","PC","Percentage","0","Units",,,1.783,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2000","2000",,,"0","Units",,,1.758,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2001","2001",,,"0","Units",,,1.767,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2002","2002",,,"0","Units",,,1.805,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2003","2003",,,"0","Units",,,1.863,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2004","2004",,,"0","Units",,,1.844,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2005","2005",,,"0","Units",,,1.86,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2006","2006",,,"0","Units",,,1.866,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2007","2007",,,"0","Units",,,1.882,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2008","2008",,,"0","Units",,,2.047,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2009","2009",,,"0","Units",,,2.257,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2010","2010",,,"0","Units",,,2.212,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2011","2011",,,"0","Units",,,2.116,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2012","2012",,,"0","Units",,,2.101,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2013","2013",,,"0","Units",,,2.094,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2014","2014",,,"0","Units",,,2.09,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","OECD","OECD - Total","2015","2015",,,"0","Units",,,1.974,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2000","2000","PC","Percentage","0","Units",,,1.491,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2001","2001","PC","Percentage","0","Units",,,1.441,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2002","2002","PC","Percentage","0","Units",,,1.343,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2003","2003","PC","Percentage","0","Units",,,1.334,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2004","2004","PC","Percentage","0","Units",,,1.238,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2005","2005","PC","Percentage","0","Units",,,1.242,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2006","2006","PC","Percentage","0","Units",,,1.124,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2007","2007","PC","Percentage","0","Units",,,1.09,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2008","2008","PC","Percentage","0","Units",,,1.899,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2009","2009","PC","Percentage","0","Units",,,2.433,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2010","2010","PC","Percentage","0","Units",,,2.153,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2011","2011","PC","Percentage","0","Units",,,1.734,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2012","2012","PC","Percentage","0","Units",,,1.593,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2013","2013","PC","Percentage","0","Units",,,1.783,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2014","2014","PC","Percentage","0","Units",,,1.915,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LVA","Latvia","2015","2015","PC","Percentage","0","Units",,,2.132,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2000","2000","PC","Percentage","0","Units",,,1.326,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2001","2001","PC","Percentage","0","Units",,,1.17,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2002","2002","PC","Percentage","0","Units",,,1.096,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2003","2003","PC","Percentage","0","Units",,,1.011,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2004","2004","PC","Percentage","0","Units",,,1.125,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2005","2005","PC","Percentage","0","Units",,,1.721,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2006","2006","PC","Percentage","0","Units",,,1.654,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2007","2007","PC","Percentage","0","Units",,,1.658,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2008","2008","PC","Percentage","0","Units",,,2.315,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2009","2009","PC","Percentage","0","Units",,,3.456,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2010","2010","PC","Percentage","0","Units",,,2.844,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2011","2011","PC","Percentage","0","Units",,,2.349,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2012","2012","PC","Percentage","0","Units",,,1.952,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2013","2013","PC","Percentage","0","Units",,,1.719,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2014","2014","PC","Percentage","0","Units",,,1.681,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LTU","Lithuania","2015","2015","PC","Percentage","0","Units",,,1.748,,
